Date,Region,Pollen,Level_Value,Level_Description,Forecast_Start,Forecast_End
2026-08-05,Göteborg,Ek,0,Level 0,2026-08-05,2026-08-06
2026-08-05,Göteborg,Gräs,1,Level 1,2026-08-05,2026-08-06
2026-08-05,Göteborg,Gråbo,2,Level 2,2026-08-05,2026-08-06
2026-08-05,Göteborg,Hassel,0,Level 0,2026-08-05,2026-08-06
2026-08-05,Göteborg,Malörtsambrosia,0,Level 0,2026-08-05,2026-08-06
2026-08-05,Göteborg,Sälg och viden,0,Level 0,2026-08-05,2026-08-06
2026-08-06,Göteborg,Al,0,Level 0,2026-08-06,2026-08-07
2026-08-06,Göteborg,Alm,0,Level 0,2026-08-06,2026-08-07
2026-08-06,Göteborg,Björk,0,Level 0,2026-08-06,2026-08-07
2026-08-06,Göteborg,Bok,0,Level 0,2026-08-06,2026-08-07
2026-08-06,Göteborg,Ek,0,Level 0,2026-08-06,2026-08-07
2026-08-06,Göteborg,Gräs,1,Level 1,2026-08-06,2026-08-07
2026-08-06,Göteborg,Gråbo,3,Level 3,2026-08-06,2026-08-07
2026-08-06,Göteborg,Hassel,0,Level 0,2026-08-06,2026-08-07
2026-08-06,Göteborg,Malörtsambrosia,0,Level 0,2026-08-06,2026-08-07
2026-08-06,Göteborg,Sälg och viden,0,Level 0,2026-08-06,2026-08-07
2026-08-07,Göteborg,Al,0,Level 0,2026-08-07,2026-08-10
2026-08-07,Göteborg,Alm,0,Level 0,2026-08-07,2026-08-10
2026-08-07,Göteborg,Björk,0,Level 0,2026-08-07,2026-08-10
2026-08-07,Göteborg,Bok,0,Level 0,2026-08-07,2026-08-10
2026-08-07,Göteborg,Ek,0,Level 0,2026-08-07,2026-08-10
2026-08-07,Göteborg,Gräs,1,Level 1,2026-08-07,2026-08-10
2026-08-07,Göteborg,Gråbo,3,Level 3,2026-08-07,2026-08-10
2026-08-07,Göteborg,Hassel,0,Level 0,2026-08-07,2026-08-10
2026-08-07,Göteborg,Malörtsambrosia,0,Level 0,2026-08-07,2026-08-10
2026-08-07,Göteborg,Sälg och viden,0,Level 0,2026-08-07,2026-08-10
2026-08-10,Göteborg,Al,0,Level 0,2026-08-10,2026-08-11
2026-08-10,Göteborg,Alm,0,Level 0,2026-08-10,2026-08-11
2026-08-10,Göteborg,Björk,0,Level 0,2026-08-10,2026-08-11
2026-08-10,Göteborg,Bok,0,Level 0,2026-08-10,2026-08-11
2026-08-10,Göteborg,Ek,0,Level 0,2026-08-10,2026-08-11
2026-08-10,Göteborg,Gräs,2,Level 2,2026-08-10,2026-08-11
2026-08-10,Göteborg,Gråbo,2,Level 2,2026-08-10,2026-08-11
2026-08-10,Göteborg,Hassel,0,Level 0,2026-08-10,2026-08-11
2026-08-10,Göteborg,Malörtsambrosia,0,Level 0,2026-08-10,2026-08-11
2026-08-10,Göteborg,Sälg och viden,0,Level 0,2026-08-10,2026-08-11
2026-08-11,Göteborg,Al,0,Level 0,2026-08-11,2026-08-12
2026-08-11,Göteborg,Alm,0,Level 0,2026-08-11,2026-08-12
2026-08-11,Göteborg,Björk,0,Level 0,2026-08-11,2026-08-12
2026-08-11,Göteborg,Bok,0,Level 0,2026-08-11,2026-08-12
2026-08-11,Göteborg,Ek,0,Level 0,2026-08-11,2026-08-12
2026-08-11,Göteborg,Gräs,1,Level 1,2026-08-11,2026-08-12
2026-08-11,Göteborg,Gråbo,2,Level 2,2026-08-11,2026-08-12
2026-08-11,Göteborg,Hassel,0,Level 0,2026-08-11,2026-08-12
2026-08-11,Göteborg,Malörtsambrosia,0,Level 0,2026-08-11,2026-08-12
2026-08-11,Göteborg,Sälg och viden,0,Level 0,2026-08-11,2026-08-12
2026-08-12,Göteborg,Al,0,Level 0,2026-08-12,2026-08-13
2026-08-12,Göteborg,Alm,0,Level 0,2026-08-12,2026-08-13
2026-08-12,Göteborg,Björk,0,Level 0,2026-08-12,2026-08-13
2026-08-12,Göteborg,Bok,0,Level 0,2026-08-12,2026-08-13
2026-08-12,Göteborg,Ek,0,Level 0,2026-08-12,2026-08-13
2026-08-12,Göteborg,Gräs,1,Level 1,2026-08-12,2026-08-13
2026-08-12,Göteborg,Gråbo,2,Level 2,2026-08-12,2026-08-13
2026-08-12,Göteborg,Hassel,0,Level 0,2026-08-12,2026-08-13
2026-08-12,Göteborg,Malörtsambrosia,0,Level 0,2026-08-12,2026-08-13
2026-08-12,Göteborg,Sälg och viden,0,Level 0,2026-08-12,2026-08-13
2026-08-13,Göteborg,Al,0,Level 0,2026-08-13,2026-08-14
2026-08-13,Göteborg,Alm,0,Level 0,2026-08-13,2026-08-14
2026-08-13,Göteborg,Björk,0,Level 0,2026-08-13,2026-08-14
2026-08-13,Göteborg,Bok,0,Level 0,2026-08-13,2026-08-14
2026-08-13,Göteborg,Ek,0,Level 0,2026-08-13,2026-08-14
2026-08-13,Göteborg,Gräs,1,Level 1,2026-08-13,2026-08-14
2026-08-13,Göteborg,Gråbo,2,Level 2,2026-08-13,2026-08-14
2026-08-13,Göteborg,Hassel,0,Level 0,2026-08-13,2026-08-14
2026-08-13,Göteborg,Malörtsambrosia,0,Level 0,2026-08-13,2026-08-14
2026-08-13,Göteborg,Sälg och viden,0,Level 0,2026-08-13,2026-08-14
2026-08-14,Göteborg,Al,0,Level 0,2026-08-14,2026-08-17
2026-08-14,Göteborg,Alm,0,Level 0,2026-08-14,2026-08-17
2026-08-14,Göteborg,Björk,0,Level 0,2026-08-14,2026-08-17
2026-08-14,Göteborg,Bok,0,Level 0,2026-08-14,2026-08-17
2026-08-14,Göteborg,Ek,0,Level 0,2026-08-14,2026-08-17
2026-08-14,Göteborg,Gräs,1,Level 1,2026-08-14,2026-08-17
2026-08-14,Göteborg,Gråbo,2,Level 2,2026-08-14,2026-08-17
2026-08-14,Göteborg,Hassel,0,Level 0,2026-08-14,2026-08-17
2026-08-14,Göteborg,Malörtsambrosia,1,Level 1,2026-08-14,2026-08-17
2026-08-14,Göteborg,Sälg och viden,0,Level 0,2026-08-14,2026-08-17
2026-08-17,Göteborg,Al,0,Level 0,2026-08-17,2026-08-20
2026-08-17,Göteborg,Alm,0,Level 0,2026-08-17,2026-08-20
2026-08-17,Göteborg,Björk,0,Level 0,2026-08-17,2026-08-20
2026-08-17,Göteborg,Bok,0,Level 0,2026-08-17,2026-08-20
2026-08-17,Göteborg,Ek,0,Level 0,2026-08-17,2026-08-20
2026-08-17,Göteborg,Gräs,1,Level 1,2026-08-17,2026-08-20
2026-08-17,Göteborg,Gråbo,2,Level 2,2026-08-17,2026-08-20
2026-08-17,Göteborg,Hassel,0,Level 0,2026-08-17,2026-08-20
2026-08-17,Göteborg,Malörtsambrosia,0,Level 0,2026-08-17,2026-08-20
2026-08-17,Göteborg,Sälg och viden,0,Level 0,2026-08-17,2026-08-20
2026-08-19,Göteborg,Al,0,Level 0,2026-08-19,2026-08-21
2026-08-19,Göteborg,Alm,0,Level 0,2026-08-19,2026-08-21
2026-08-19,Göteborg,Björk,0,Level 0,2026-08-19,2026-08-21
2026-08-19,Göteborg,Bok,0,Level 0,2026-08-19,2026-08-21
2026-08-19,Göteborg,Ek,0,Level 0,2026-08-19,2026-08-21
2026-08-19,Göteborg,Gräs,1,Level 1,2026-08-19,2026-08-21
2026-08-19,Göteborg,Gråbo,1,Level 1,2026-08-19,2026-08-21
2026-08-19,Göteborg,Hassel,0,Level 0,2026-08-19,2026-08-21
2026-08-19,Göteborg,Malörtsambrosia,0,Level 0,2026-08-19,2026-08-21
2026-08-19,Göteborg,Sälg och viden,0,Level 0,2026-08-19,2026-08-21
2026-08-21,Göteborg,Al,0,Level 0,2026-08-21,2026-08-24
2026-08-21,Göteborg,Alm,0,Level 0,2026-08-21,2026-08-24
2026-08-21,Göteborg,Björk,0,Level 0,2026-08-21,2026-08-24
2026-08-21,Göteborg,Bok,0,Level 0,2026-08-21,2026-08-24
2026-08-21,Göteborg,Ek,0,Level 0,2026-08-21,2026-08-24
2026-08-21,Göteborg,Gräs,1,Level 1,2026-08-21,2026-08-24
2026-08-21,Göteborg,Gråbo,1,Level 1,2026-08-21,2026-08-24
2026-08-21,Göteborg,Hassel,0,Level 0,2026-08-21,2026-08-24
2026-08-21,Göteborg,Malörtsambrosia,0,Level 0,2026-08-21,2026-08-24
2026-08-21,Göteborg,Sälg och viden,0,Level 0,2026-08-21,2026-08-24
2026-08-24,Göteborg,Al,0,Level 0,2026-08-24,2026-08-26
2026-08-24,Göteborg,Alm,0,Level 0,2026-08-24,2026-08-26
2026-08-24,Göteborg,Björk,0,Level 0,2026-08-24,2026-08-26
2026-08-24,Göteborg,Bok,0,Level 0,2026-08-24,2026-08-26
2026-08-24,Göteborg,Ek,0,Level 0,2026-08-24,2026-08-26
2026-08-24,Göteborg,Gräs,1,Level 1,2026-08-24,2026-08-26
2026-08-24,Göteborg,Gråbo,1,Level 1,2026-08-24,2026-08-26
2026-08-24,Göteborg,Hassel,0,Level 0,2026-08-24,2026-08-26
2026-08-24,Göteborg,Malörtsambrosia,0,Level 0,2026-08-24,2026-08-26
2026-08-24,Göteborg,Sälg och viden,0,Level 0,2026-08-24,2026-08-26
2026-08-26,Göteborg,Al,0,Level 0,2026-08-26,2026-08-28
2026-08-26,Göteborg,Alm,0,Level 0,2026-08-26,2026-08-28
2026-08-26,Göteborg,Björk,0,Level 0,2026-08-26,2026-08-28
2026-08-26,Göteborg,Bok,0,Level 0,2026-08-26,2026-08-28
2026-08-26,Göteborg,Ek,0,Level 0,2026-08-26,2026-08-28
2026-08-26,Göteborg,Gräs,1,Level 1,2026-08-26,2026-08-28
2026-08-26,Göteborg,Gråbo,1,Level 1,2026-08-26,2026-08-28
2026-08-26,Göteborg,Hassel,0,Level 0,2026-08-26,2026-08-28
2026-08-26,Göteborg,Malörtsambrosia,1,Level 1,2026-08-26,2026-08-28
2026-08-26,Göteborg,Sälg och viden,0,Level 0,2026-08-26,2026-08-28
2026-08-28,Göteborg,Al,0,Level 0,2026-08-28,2026-08-31
2026-08-28,Göteborg,Alm,0,Level 0,2026-08-28,2026-08-31
2026-08-28,Göteborg,Björk,0,Level 0,2026-08-28,2026-08-31
2026-08-28,Göteborg,Bok,0,Level 0,2026-08-28,2026-08-31
2026-08-28,Göteborg,Ek,0,Level 0,2026-08-28,2026-08-31
2026-08-28,Göteborg,Gräs,1,Level 1,2026-08-28,2026-08-31
2026-08-28,Göteborg,Gråbo,1,Level 1,2026-08-28,2026-08-31
2026-08-28,Göteborg,Hassel,0,Level 0,2026-08-28,2026-08-31
2026-08-28,Göteborg,Malörtsambrosia,1,Level 1,2026-08-28,2026-08-31
2026-08-28,Göteborg,Sälg och viden,0,Level 0,2026-08-28,2026-08-31
2026-08-31,Göteborg,Al,0,Level 0,2026-08-31,2026-09-02
2026-08-31,Göteborg,Alm,0,Level 0,2026-08-31,2026-09-02
2026-08-31,Göteborg,Björk,0,Level 0,2026-08-31,2026-09-02
2026-08-31,Göteborg,Bok,0,Level 0,2026-08-31,2026-09-02
2026-08-31,Göteborg,Ek,0,Level 0,2026-08-31,2026-09-02
2026-08-31,Göteborg,Gräs,1,Level 1,2026-08-31,2026-09-02
2026-08-31,Göteborg,Gråbo,1,Level 1,2026-08-31,2026-09-02
2026-08-31,Göteborg,Hassel,0,Level 0,2026-08-31,2026-09-02
2026-08-31,Göteborg,Malörtsambrosia,1,Level 1,2026-08-31,2026-09-02
2026-08-31,Göteborg,Sälg och viden,0,Level 0,2026-08-31,2026-09-02
2026-09-02,Göteborg,Al,0,Level 0,2026-09-02,2026-09-04
2026-09-02,Göteborg,Alm,0,Level 0,2026-09-02,2026-09-04
2026-09-02,Göteborg,Björk,0,Level 0,2026-09-02,2026-09-04
2026-09-02,Göteborg,Bok,0,Level 0,2026-09-02,2026-09-04
2026-09-02,Göteborg,Ek,0,Level 0,2026-09-02,2026-09-04
2026-09-02,Göteborg,Gräs,1,Level 1,2026-09-02,2026-09-04
2026-09-02,Göteborg,Gråbo,1,Level 1,2026-09-02,2026-09-04
2026-09-02,Göteborg,Hassel,0,Level 0,2026-09-02,2026-09-04
2026-09-02,Göteborg,Malörtsambrosia,1,Level 1,2026-09-02,2026-09-04
2026-09-02,Göteborg,Sälg och viden,0,Level 0,2026-09-02,2026-09-04
2026-09-04,Göteborg,Al,0,Level 0,2026-09-04,2026-09-07
2026-09-04,Göteborg,Alm,0,Level 0,2026-09-04,2026-09-07
2026-09-04,Göteborg,Björk,0,Level 0,2026-09-04,2026-09-07
2026-09-04,Göteborg,Bok,0,Level 0,2026-09-04,2026-09-07
2026-09-04,Göteborg,Ek,0,Level 0,2026-09-04,2026-09-07
2026-09-04,Göteborg,Gräs,1,Level 1,2026-09-04,2026-09-07
2026-09-04,Göteborg,Gråbo,1,Level 1,2026-09-04,2026-09-07
2026-09-04,Göteborg,Hassel,0,Level 0,2026-09-04,2026-09-07
2026-09-04,Göteborg,Malörtsambrosia,1,Level 1,2026-09-04,2026-09-07
2026-09-04,Göteborg,Sälg och viden,0,Level 0,2026-09-04,2026-09-07
2026-09-07,Göteborg,Al,0,Level 0,2026-09-07,2026-09-09
2026-09-07,Göteborg,Alm,0,Level 0,2026-09-07,2026-09-09
2026-09-07,Göteborg,Björk,0,Level 0,2026-09-07,2026-09-09
2026-09-07,Göteborg,Bok,0,Level 0,2026-09-07,2026-09-09
2026-09-07,Göteborg,Ek,0,Level 0,2026-09-07,2026-09-09
2026-09-07,Göteborg,Gräs,1,Level 1,2026-09-07,2026-09-09
2026-09-07,Göteborg,Gråbo,1,Level 1,2026-09-07,2026-09-09
2026-09-07,Göteborg,Hassel,0,Level 0,2026-09-07,2026-09-09
2026-09-07,Göteborg,Malörtsambrosia,1,Level 1,2026-09-07,2026-09-09
2026-09-07,Göteborg,Sälg och viden,0,Level 0,2026-09-07,2026-09-09
2026-09-09,Göteborg,Al,0,Level 0,2026-09-09,2026-09-11
2026-09-09,Göteborg,Alm,0,Level 0,2026-09-09,2026-09-11
2026-09-09,Göteborg,Björk,0,Level 0,2026-09-09,2026-09-11
2026-09-09,Göteborg,Bok,0,Level 0,2026-09-09,2026-09-11
2026-09-09,Göteborg,Ek,0,Level 0,2026-09-09,2026-09-11
2026-09-09,Göteborg,Gräs,1,Level 1,2026-09-09,2026-09-11
2026-09-09,Göteborg,Gråbo,1,Level 1,2026-09-09,2026-09-11
2026-09-09,Göteborg,Hassel,0,Level 0,2026-09-09,2026-09-11
2026-09-09,Göteborg,Malörtsambrosia,1,Level 1,2026-09-09,2026-09-11
2026-09-09,Göteborg,Sälg och viden,0,Level 0,2026-09-09,2026-09-11
2026-09-11,Göteborg,Al,0,Level 0,2026-09-11,2026-09-14
2026-09-11,Göteborg,Alm,0,Level 0,2026-09-11,2026-09-14
2026-09-11,Göteborg,Björk,0,Level 0,2026-09-11,2026-09-14
2026-09-11,Göteborg,Bok,0,Level 0,2026-09-11,2026-09-14
2026-09-11,Göteborg,Ek,0,Level 0,2026-09-11,2026-09-14
2026-09-11,Göteborg,Gräs,1,Level 1,2026-09-11,2026-09-14
2026-09-11,Göteborg,Gråbo,1,Level 1,2026-09-11,2026-09-14
2026-09-11,Göteborg,Hassel,0,Level 0,2026-09-11,2026-09-14
2026-09-11,Göteborg,Malörtsambrosia,1,Level 1,2026-09-11,2026-09-14
2026-09-11,Göteborg,Sälg och viden,0,Level 0,2026-09-11,2026-09-14
2026-09-14,Göteborg,Al,0,Level 0,2026-09-14,2026-09-16
2026-09-14,Göteborg,Alm,0,Level 0,2026-09-14,2026-09-16
2026-09-14,Göteborg,Björk,0,Level 0,2026-09-14,2026-09-16
2026-09-14,Göteborg,Bok,0,Level 0,2026-09-14,2026-09-16
2026-09-14,Göteborg,Ek,0,Level 0,2026-09-14,2026-09-16
2026-09-14,Göteborg,Gräs,1,Level 1,2026-09-14,2026-09-16
2026-09-14,Göteborg,Gråbo,1,Level 1,2026-09-14,2026-09-16
2026-09-14,Göteborg,Hassel,0,Level 0,2026-09-14,2026-09-16
2026-09-14,Göteborg,Malörtsambrosia,1,Level 1,2026-09-14,2026-09-16
2026-09-14,Göteborg,Sälg och viden,0,Level 0,2026-09-14,2026-09-16
2026-09-16,Göteborg,Al,0,Level 0,2026-09-16,2026-09-18
2026-09-16,Göteborg,Alm,0,Level 0,2026-09-16,2026-09-18
2026-09-16,Göteborg,Björk,0,Level 0,2026-09-16,2026-09-18
2026-09-16,Göteborg,Bok,0,Level 0,2026-09-16,2026-09-18
2026-09-16,Göteborg,Ek,0,Level 0,2026-09-16,2026-09-18
2026-09-16,Göteborg,Gräs,1,Level 1,2026-09-16,2026-09-18
2026-09-16,Göteborg,Gråbo,1,Level 1,2026-09-16,2026-09-18
2026-09-16,Göteborg,Hassel,0,Level 0,2026-09-16,2026-09-18
2026-09-16,Göteborg,Malörtsambrosia,1,Level 1,2026-09-16,2026-09-18
2026-09-16,Göteborg,Sälg och viden,0,Level 0,2026-09-16,2026-09-18
